Days of the week,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cities and towns in Hooghly district,Kolkata Metropolitan Area,Neighbourhoods in Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830 establishments in Indiana,"Townships in Henry County, Indiana",Townships in Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 births,20th-century German mathematicians,21st-century German mathematicians,Algebraists,Institute for Advanced Study visiting scholars,Living people,Number theory,People from Ratzeburg,University of Bonn faculty,University of Hamburg alumni,University of Wuppertal faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaelic football competitions in County Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857 births,1937 deaths,American Philatelic Society,American philatelists,Businesspeople from Cleveland,Businesspeople in timber,History of forestry education,History of forestry in the United States,"People from Huron County, Michigan","People from Lexington, Michigan",Philanthropists from New York (state),Philatelic literature,Recipients of the Lindenberg Medal,Signatories to the Roll of Distinguished Philatelists,State University of New York College of Environmental Science and Forestry people,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abha,Football venues in Saudi Arabia,Middle Eastern sports venue stubs,Saudi Arabian building and structure stubs,Saudi Arabian sport stubs,Sports venues completed in 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s Chinese television series,2002 Chinese television series debuts,Chinese romance television series,Mandarin-language television programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molluscs described in 1885,Squid,Squid stubs,Taxa named by William Evans Hoyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990 establishments in Russia,Banks established in 1990,Banks of Russia,Companies based in Moscow,Gazprom subsidiaries,Government-owned companies of Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s Tamil-language films,2007 films,Fictional physicians,Films featuring an item number,Indian films,Indian romance films,Tamil-language films,Tamil film scores by Mani Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 establishments in Puerto Rico,2015 disestablishments in Puerto Rico,BSN teams,Basketball teams established in 1940,"Coamo, Puerto Rico",Sports clubs disestablished in 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apamea (genus) stubs,Apamea (moth),Moths of North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982 domestic association football cups,1982 in New Zealand association football,Chatham Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005 songs,Angels & Airwaves songs,Anti-war songs,Geffen Records singles,Songs about World War II,Songs written by Tom DeLonge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newcastle East, New South Wales","Suburbs of Newcastle, New South Wales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900 births,1954 deaths,Belgian Tour de France stage winners,Belgian cycling biography stubs,Belgian male cyclists,People from Châtelet,Sportspeople from Hainaut (province),Tour de France cyclists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980 births,Indian film people,Indian writers,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral diseases,Coral reefs,Heterotrichea,Species described in 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877 births,1936 deaths,French food writers,French male non-fiction writers,French writer stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft hardware,Nokia phones by series,Smartphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Living people,Members of the Parliament of Somalia,Somalian politician stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High schools in Morrow County, Ohio",Public high schools in Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cossidae genera,Cossoidea stubs,Meharia,Mehariinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902 births,1971 deaths,European biathlon biography stubs,Military patrol competitors at the 1924 Winter Olympics,Olympic biathletes of Poland,Polish male biathletes,Polish military patrol (sport) runners,Polish winter sports biography stubs,Ski mountaineering biography stubs,Sportspeople from Zakopane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 in English sport,March 2014 sports events in Europe,Players Championship (snooker),Players Tour Championship 2013/2014,Snooker competitions in England,Sport in Preston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer engineering stubs,Distributed version control systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 births,21st-century Mexican politicians,Living people,Members of the Chamber of Deputies (Mexico),National Action Party (Mexico) politician stubs,National Action Party (Mexico) politicians,Politicians from Guanajuato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 births,2017 deaths,American Jews,Deaths from cancer in Massachusetts,Harvard Law School alumni,Harvard Medical School faculty,Massachusetts Republicans,Massachusetts lawyers,"People from Salem, Massachusetts",Tufts University alumni,Tufts University faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000 films,2000s Telugu-language film stubs,2000s Telugu-language films,Films about poverty in India,Films directed by E. V. V. Satyanarayana,Indian drama films,Indian films,Telugu-language films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888 in Australian rugby union,1888 in New Zealand rugby union,1888 rugby union tours,British and Irish Lions tours of Australia,British and Irish Lions tours of New Zealand,World Rugby Hall of Fame inductees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animation studios in Tokyo,Anime and manga organisation stubs,EMT Squared,Japanese animation studios,Japanese companies established in 2013,Media companies established in 2013,Suginami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 births,20th-century German architects,Architects from Hamburg,German women architects,Living people,Technische Universität Darmstadt faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886 births,1915 deaths,Artists from Paris,French military personnel killed in World War I,People from Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buildings and structures in Ancash Region,Football venues in Peru,Peruvian building and structure stubs,Peruvian sport stubs,South American sports venue stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy in the State of Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977 in American sports,1978 in American law,1978 in law,1998 in American sports,95th United States Congress,Amateur Athletic Union,History of sports in the United States,Sports law,United States at the Olympics,United States federal legislation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discographies of Dutch artists,Electronic music discographies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 establishments in Texas,1994 FIFA World Cup stadiums,American Football League venues,American football venues in the Dallas–Fort Worth metroplex,Baseball venues in the Dallas–Fort Worth metroplex,CONCACAF Gold Cup stadiums,College football venues,Cotton Bowl Classic,DCI World Championship host venues,Dallas Cowboys stadiums,Dallas Texans,Dallas Texans (NFL),Dallas Tornado sports facilities,Defunct National Football League venues,FC Dallas,Fair Park,First Responder Bowl,Former Major League Soccer stadiums,Historic district contributing properties,Legends Football League venues,NCAA bowl game venues,North American Soccer League (1968–84) stadiums,Red River Showdown,SMU Mustangs football venues,Soccer venues in Texas,Sports venues completed in 1930,Sports venues in Dallas,,,,,,,,,,,,,,,
1507 establishments in India,Cities and towns in Mumbai City district,Cities in Maharashtra,Former Portuguese colonies,Indian capital cities,Metropolitan cities in India,Mumbai,Populated coastal places in India,Populated places established in 1507,Port cities and towns of the Arabian Sea,Port cities in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian independent record labels,Canadian record label stubs,Companies based in Quebec City,Indie rock record labels,Record labels established in 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661 establishments in England,1763 establishments in Great Britain,Baronetcies,Extinct baronetcies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854 births,1908 deaths,American educational theorists,American social reformers,Boston University School of Law faculty,Cornell University College of Engineering alumni,People from Boston,"People from Mount Holly, New Jersey",School counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird genera,Schiffornis,Tyranni stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981 births,Danish furniture designers,Danish women designers,German designers,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appetizers,Arab cuisine,Assyrian cuisine,Dips (food),Eggplant dishes,Egyptian cuisine,Iraqi cuisine,Israeli cuisine,Jordanian cuisine,Lebanese cuisine,Levantine cuisine,Palestinian cuisine,Qatari cuisine,Syrian cuisine,Vegan cuisine,Vegetable dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
2000 films,Biographical films about politicians,Films about the Sicilian Mafia,Films based on actual events,Films directed by Marco Tullio Giordana,Italian-language films,Italian films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s South Korean television series,2013 South Korean television series debuts,2013 South Korean television series endings,Films with screenplays by Noh Hee-kyung,Korean-language television programs,Seoul Broadcasting System television dramas,South Korean melodrama television series,South Korean romance television series,South Korean television series based on Japanese television series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 births,21st-century Estonian politicians,Estonian women in politics,Government ministers of Estonia,Living people,MEPs for Estonia 2004–2009,MEPs for Estonia 2009–2014,Members of the Riigikogu,Politicians from Tallinn,"Recipients of the Order of the White Star, 4th Class",Social Democratic Party (Estonia) MEPs,Social Democratic Party (Estonia) politicians,University of Tartu alumni,Women MEPs for Estonia,Women government ministers of Estonia,Women members of the Riigikogu,,,,,,,,,,,,,,,,,,,,,,,,,,
Emotion,Psychological testing,Psychological tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 establishments in Romania,Calea Victoriei,Theatres completed in 1911,Theatres in Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981 births,21st-century American judges,21st-century American lawyers,Federalist Society members,Judges of the United States District Court for the Western District of Oklahoma,Living people,Oklahoma Supreme Court justices,Oklahoma lawyers,"People from Atoka, Oklahoma",Solicitors General of Oklahoma,United States district court judges appointed by Donald Trump,University of Oklahoma College of Law alumni,University of Oklahoma alumni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan-European trade and professional organizations,Self-regulatory organizations,Tickets,Trade associations based in the Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populated places in Modriča,Republika Srpska geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 births,2015 deaths,20th-century Italian dramatists and playwrights,20th-century Italian male writers,20th-century Italian novelists,20th-century essayists,20th-century translators,21st-century Italian writers,21st-century essayists,21st-century male writers,Italian dramatists and playwrights,Italian essayists,Italian journalists,Italian male journalists,Italian male novelists,Italian translators,Italian writer stubs,Male dramatists and playwrights,Male essayists,People from the Province of Genoa,Premio Campiello winners,,,,,,,,,,,,,,,,,,,,,
Greater Victoria,Rivers of Vancouver Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Győr-Moson-Sopron geography stubs,Populated places in Győr-Moson-Sopron County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti-Asian sentiment,Anti-national sentiment,Foreign relations of Thailand,Prejudices,Racism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populated places in Qashqadaryo Region,Uzbekistan geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 births,Living people,Olympic snowboarders of Russia,People from Tashtagol,Russian male snowboarders,Russian winter sports biography stubs,Snowboarders at the 2014 Winter Olympics,Snowboarders at the 2018 Winter Olympics,Snowboarding biography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 births,Cricketers from Wellington City,Living people,"New Zealand cricket biography, 1980s birth stubs",New Zealand cricketers,Wellington cricketers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redirects to Wiktionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glacial landforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942 ships,Japanese submarines lost during World War II,Kaidai-class submarines,Maritime incidents in July 1943,Ships built in Japan,Ships lost with all hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All-female bands,Israeli girl groups,Israeli rock music groups,Musical groups established in 2012,Musical groups from Tel Aviv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angiology,Circulatory system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s Japanese film stubs,2013 films,Films based on Japanese novels,Films directed by Ryūichi Hiroki,Japanese-language films,Japanese films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991 births,African-American basketball players,American men's basketball players,Basketball players at the 2013 NCAA Men's Division I Final Four,Basketball players from Massachusetts,Charlotte Hornets players,Chicago Bulls players,Houston Rockets players,Living people,McDonald's High School All-Americans,Milwaukee Bucks players,Orlando Magic players,"People from Hamilton, Massachusetts",Philadelphia 76ers draft picks,Philadelphia 76ers players,Point guards,Syracuse Orange men's basketball players,,,,,,,,,,,,,,,,,,,,,,,,,
1578 births,1611 deaths,16th-century English people,"Alumni of Balliol College, Oxford",English MPs 1604–1611,Members of Gray's Inn,Parliament of England (pre-1707) MP stubs,People from Vale of White Horse (district),People of the Stuart period,People of the Tudor period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842 establishments in Germany,Buildings and structures in Bergedorf,Hamburg S-Bahn stations in Hamburg,Railway stations in Hamburg,Railway stations opened in 1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 American television episodes,The Office (American season 8) episodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 births,2000 deaths,"Academics of the University of Wales, Lampeter","Alumni of Selwyn College, Cambridge",Anglican deans,Christian clergy stubs,Deans of St Asaph,Welsh Anglicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children's educational video games,Children's websites,Companies based in Houston,International Game Developers Association members,Medical video games,Video game development companies,Video games developed in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980 albums,Albums produced by Martin Birch,Black Sabbath albums,Vertigo Records albums,Warner Records albums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868 births,1948 deaths,20th-century Polish politicians,"Association of the Polish Youth ""Zet"" members",Commanders with Star of the Order of Polonia Restituta,Members of the State Duma (Russian Empire),National-Democratic Party (Poland) politicians,National League (Poland) members,People from Ożarów,Polish anti-communists,Polish politician stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airports in Texas,"Buildings and structures in El Paso, Texas","Transportation buildings and structures in El Paso County, Texas","Transportation in El Paso, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 in Philippine sport,Premier Volleyball League (Philippines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871 births,1948 deaths,Fellows of the Royal Society of Edinburgh,People from Orkney,Scottish people stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago stubs,Motion picture rating systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906 births,1980 deaths,20th-century American economists,Guggenheim Fellows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
